,BBB-V1,,,,,,,,,,Total,,,,,,,,,
,Sales Amount,,,,Sales Unit,,,,,,Sales Amount,,,,Sales Unit,,,,,
Date,Wechat,Coin,Manual,Total,Detergent,Softener,LB,Bleach,Dry_Softener,Total,Wechat,Coin,Manual,Total,Detergent,Softener,LB,Bleach,Dry_Softener,Total
"24/12/2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"25/12/2018",0,30,0,30,19,8,0,3,0,30,0,30,0,30,19,8,0,30
"Total",0,50,0,50,24,14,8,1012,3,1061,0,50,0,50,24,14,8,50
